id,node1,node2,node_size,link_strength,node_category,detail
736,46,46,5,0.8,4,Person Id: 46; Gender: Male; Age: 26; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: sports
737,47,47,2,0.5,4,Person Id: 47; Gender: Male; Age: 30; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Academic/ResearchHobby: NA
738,48,48,2,0.6,4,"Person Id: 48; Gender: Male; Age: 22; Race: European/Caucasian-American; Field of Study: Undergrad/undecided; Career: Creative Arts/EntertainmentHobby: theater,movies"
739,49,49,7,0.9,2,Person Id: 49; Gender: Male; Age: 25; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: sports
740,50,50,5,0.6,3,"Person Id: 50; Gender: Male; Age: 27; Race: Black/African American; Field of Study: Law; Career: LawyerHobby: sports,tvsports,clubbing,movies,music"
741,51,51,2,0.2,4,Person Id: 51; Gender: Male; Age: 23; Race: European/Caucasian-American; Field of Study: Law; Career: LawyerHobby: NA
742,52,52,2,0.6,4,Person Id: 52; Gender: Male; Age: 21; Race: European/Caucasian-American; Field of Study: Law; Career: LawyerHobby: NA
743,53,53,2,0.6,4,"Person Id: 53; Gender: Male; Age: 28; Race: European/Caucasian-American; Field of Study: Medical Science, Pharmaceuticals, and Bio Tech; Career: Doctor/MedicineHobby: dining"
744,54,54,1,0.6,4,Person Id: 54; Gender: Male; Age: 28; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
745,55,55,4,0.8,3,"Person Id: 55; Gender: Male; Age: 23; Race: Black/African American; Field of Study: Law; Career: LawyerHobby: sports,clubbing,movies,music"
746,56,56,3,0.6,4,"Person Id: 56; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Social Work; Career: International/Humanitarian AffairsHobby: exercise,dining,shopping"
747,57,57,2,0.5,4,Person Id: 57; Gender: Female; Age: 22; Race: European/Caucasian-American; Field of Study: Social Work; Career: International/Humanitarian AffairsHobby: NA
748,58,58,3,0.7,1,Person Id: 58; Gender: Female; Age: Unknown; Race: Unknown; Field of Study: Unknown; Career: UnknownHobby: NA
749,59,59,1,0,1,Person Id: 59; Gender: Female; Age: Unknown; Race: Unknown; Field of Study: Unknown; Career: UnknownHobby: NA
750,60,60,2,0.6,6,"Person Id: 60; Gender: Female; Age: 29; Race: Other; Field of Study: Social Science, Psychologist; Career: Creative Arts/EntertainmentHobby: theater"
751,61,61,3,0.4,4,"Person Id: 61; Gender: Female; Age: 28; Race: European/Caucasian-American; Field of Study: History/Religion/Philosophy; Career: Academic/ResearchHobby: dining,museums,art,reading,theater,movies,music"
752,62,62,4,0.8,5,Person Id: 62; Gender: Female; Age: 26; Race: Latino/Hispanic American; Field of Study: Law; Career: LawyerHobby: NA
753,63,63,2,0.5,2,Person Id: 63; Gender: Female; Age: 24; Race: Asian/Pacific Islander/Asian-American; Field of Study: Law; Career: UndecidedHobby: reading
754,64,64,2,0.4,2,Person Id: 64; Gender: Female; Age: 27; Race: Asian/Pacific Islander/Asian-American; Field of Study: Social Work; Career: International/Humanitarian AffairsHobby: NA
755,65,65,1,0.8,6,Person Id: 65; Gender: Female; Age: 23; Race: Other; Field of Study: Social Work; Career: PsychologistHobby: NA
756,66,66,2,0.2,5,Person Id: 66; Gender: Male; Age: 29; Race: Latino/Hispanic American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
757,67,67,3,0.5,6,Person Id: 67; Gender: Male; Age: 22; Race: Other; Field of Study: Law; Career: LawyerHobby: NA
758,68,68,1,0.2,3,Person Id: 68; Gender: Male; Age: 27; Race: Black/African American; Field of Study: English/Creative Writing/ Journalism; Career: Creative Arts/EntertainmentHobby: reading
759,69,69,3,0.6,4,Person Id: 69; Gender: Male; Age: 28; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: sports
760,70,70,2,0.9,4,Person Id: 70; Gender: Male; Age: 26; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
761,71,71,4,0.5,4,"Person Id: 71; Gender: Male; Age: 21; Race: European/Caucasian-American; Field of Study: Law; Career: Pro sports/AthleticsHobby: tvsports,movies"
762,72,72,1,0.3,4,Person Id: 72; Gender: Male; Age: 22; Race: European/Caucasian-American; Field of Study: Engineering; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: dining
763,73,73,1,0.6,4,Person Id: 73; Gender: Male; Age: 22; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
764,74,74,3,0.3,4,"Person Id: 74; Gender: Male; Age: 25; Race: European/Caucasian-American; Field of Study: Engineering; Career: EngineerHobby: museums,art,reading,movies"
765,75,75,3,0.3,6,Person Id: 75; Gender: Male; Age: 24; Race: Other; Field of Study: Law; Career: LawyerHobby: NA
766,76,76,6,0.7,4,Person Id: 76; Gender: Female; Age: 34; Race: European/Caucasian-American; Field of Study: English/Creative Writing/ Journalism; Career: Academic/ResearchHobby: NA
767,77,77,7,0.7,4,"Person Id: 77; Gender: Female; Age: 22; Race: European/Caucasian-American; Field of Study: Social Work; Career: Social WorkHobby: exercise,concerts,music"
768,78,78,4,0.5,5,Person Id: 78; Gender: Female; Age: 23; Race: Latino/Hispanic American; Field of Study: Social Work; Career: Social WorkHobby: yoga
769,79,79,4,0.8,2,"Person Id: 79; Gender: Female; Age: 26; Race: Asian/Pacific Islander/Asian-American; Field of Study: Engineering; Career: EngineerHobby: dining,museums,art"
770,80,80,4,0.5,2,Person Id: 80; Gender: Female; Age: 27; Race: Asian/Pacific Islander/Asian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: reading
771,81,81,4,0.8,4,Person Id: 81; Gender: Female; Age: 28; Race: European/Caucasian-American; Field of Study: English/Creative Writing/ Journalism; Career: Creative Arts/EntertainmentHobby: NA
772,82,82,6,0.8,6,"Person Id: 82; Gender: Female; Age: 25; Race: Other; Field of Study: Education, Academia; Career: Academic/ResearchHobby: art"
773,83,83,3,0.6,5,Person Id: 83; Gender: Female; Age: 35; Race: Latino/Hispanic American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
774,84,84,3,0.5,5,Person Id: 84; Gender: Female; Age: 32; Race: Latino/Hispanic American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Doctor/MedicineHobby: movies
775,85,85,2,0.5,4,Person Id: 85; Gender: Female; Age: 30; Race: European/Caucasian-American; Field of Study: Social Work; Career: International/Humanitarian AffairsHobby: NA
776,86,86,9,0.6,4,"Person Id: 86; Gender: Female; Age: 22; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: Academic/ResearchHobby: movies,concerts,music"
777,87,87,3,0.6,4,"Person Id: 87; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Social Work; Career: International/Humanitarian AffairsHobby: sports,exercise,movies,music"
778,88,88,1,0.5,4,"Person Id: 88; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Social Work; Career: International/Humanitarian AffairsHobby: exercise,reading,movies,music"
779,89,89,3,0.5,4,Person Id: 89; Gender: Female; Age: 27; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Academic/ResearchHobby: dining
780,90,90,2,0.3,2,Person Id: 90; Gender: Female; Age: 23; Race: Asian/Pacific Islander/Asian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: UndecidedHobby: reading
781,91,91,9,0.7,6,Person Id: 91; Gender: Female; Age: 25; Race: Other; Field of Study: Law; Career: LawyerHobby: theater
782,92,92,8,0.6,4,"Person Id: 92; Gender: Female; Age: 29; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: dining,reading,theater,movies,music"
783,93,93,5,0.7,4,Person Id: 93; Gender: Female; Age: 29; Race: European/Caucasian-American; Field of Study: Engineering; Career: Academic/ResearchHobby: dining
784,94,94,4,0.5,2,Person Id: 94; Gender: Male; Age: 28; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
785,95,95,2,0.2,4,"Person Id: 95; Gender: Male; Age: 26; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: sports,tvsports,movies,music"
786,96,96,1,0.2,5,"Person Id: 96; Gender: Male; Age: 26; Race: Latino/Hispanic American; Field of Study: Engineering; Career: Academic/ResearchHobby: dining,museums,hiking"
787,97,97,6,1,4,Person Id: 97; Gender: Male; Age: 29; Race: European/Caucasian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: NA
788,98,98,3,0.2,4,Person Id: 98; Gender: Male; Age: 39; Race: European/Caucasian-American; Field of Study: Social Work; Career: Academic/ResearchHobby: NA
789,99,99,9,0.2,4,"Person Id: 99; Gender: Male; Age: 28; Race: European/Caucasian-American; Field of Study: Law; Career: LawyerHobby: museums,art,theater,movies,concerts,music"
790,100,100,3,0.1,6,Person Id: 100; Gender: Male; Age: 30; Race: Other; Field of Study: Business/Econ/Finance; Career: Academic/ResearchHobby: NA
791,101,101,1,0.2,2,Person Id: 101; Gender: Male; Age: 22; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
792,102,102,2,0.2,4,Person Id: 102; Gender: Male; Age: 32; Race: European/Caucasian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: NA
793,103,103,2,0.2,4,Person Id: 103; Gender: Male; Age: 26; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
794,104,104,6,0.2,4,Person Id: 104; Gender: Male; Age: 27; Race: European/Caucasian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: NA
795,105,105,9,0.5,3,Person Id: 105; Gender: Male; Age: 25; Race: Black/African American; Field of Study: Law; Career: LawyerHobby: NA
796,106,106,3,0.5,5,Person Id: 106; Gender: Male; Age: 22; Race: Latino/Hispanic American; Field of Study: Law; Career: LawyerHobby: NA
797,107,107,12,1,4,Person Id: 107; Gender: Male; Age: 21; Race: European/Caucasian-American; Field of Study: History/Religion/Philosophy; Career: Academic/ResearchHobby: yoga
798,108,108,5,0.5,4,Person Id: 108; Gender: Male; Age: 24; Race: European/Caucasian-American; Field of Study: Engineering; Career: EngineerHobby: NA
799,109,109,9,0.5,2,"Person Id: 109; Gender: Male; Age: 25; Race: Asian/Pacific Islander/Asian-American; Field of Study: Film; Career: Creative Arts/EntertainmentHobby: dining,museums,art,reading,movies,concerts,music"
800,110,110,5,0.5,4,Person Id: 110; Gender: Male; Age: 28; Race: European/Caucasian-American; Field of Study: Film; Career: Creative Arts/EntertainmentHobby: NA
801,111,111,1,0.5,2,Person Id: 111; Gender: Male; Age: 27; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: museums
802,112,112,7,0.9,6,"Person Id: 112; Gender: Female; Age: 20; Race: Other; Field of Study: Social Science, Psychologist; Career: Social WorkHobby: music"
803,113,113,4,1,4,"Person Id: 113; Gender: Female; Age: 21; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: UndecidedHobby: dining,theater,movies,music,shopping"
804,114,114,2,0.8,3,Person Id: 114; Gender: Female; Age: 20; Race: Black/African American; Field of Study: Business/Econ/Finance; Career: UnknownHobby: NA
805,115,115,4,1,4,"Person Id: 115; Gender: Female; Age: 21; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: reading"
806,116,116,5,1,4,"Person Id: 116; Gender: Female; Age: 21; Race: European/Caucasian-American; Field of Study: Political Science/International Affairs; Career: UndecidedHobby: dining,museums,art,reading,tv,theater,movies,concerts,music,shopping"
807,117,117,2,1,4,Person Id: 117; Gender: Female; Age: 21; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
808,119,119,6,0.8,5,"Person Id: 119; Gender: Female; Age: 19; Race: Latino/Hispanic American; Field of Study: Languages; Career: LawyerHobby: clubbing,theater,concerts,music"
809,120,120,5,0.8,5,"Person Id: 120; Gender: Female; Age: 20; Race: Latino/Hispanic American; Field of Study: English/Creative Writing/ Journalism; Career: Creative Arts/EntertainmentHobby: reading,theater"
810,121,121,1,0.7,4,"Person Id: 121; Gender: Female; Age: 21; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: Academic/ResearchHobby: dining,art,theater,movies,concerts,music,shopping"
811,122,122,4,0.8,6,Person Id: 122; Gender: Male; Age: 22; Race: Other; Field of Study: Law; Career: LawyerHobby: NA
812,123,123,1,0.4,2,Person Id: 123; Gender: Male; Age: 18; Race: Asian/Pacific Islander/Asian-American; Field of Study: Engineering; Career: Doctor/MedicineHobby: NA
813,124,124,1,0.1,2,Person Id: 124; Gender: Male; Age: 22; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: LawyerHobby: dining
814,125,125,8,0.8,4,"Person Id: 125; Gender: Male; Age: 21; Race: European/Caucasian-American; Field of Study: Medical Science, Pharmaceuticals, and Bio Tech; Career: Doctor/MedicineHobby: dining,art,clubbing,shopping"
815,126,126,3,0.8,4,"Person Id: 126; Gender: Male; Age: 22; Race: European/Caucasian-American; Field of Study: History/Religion/Philosophy; Career: Doctor/MedicineHobby: sports,reading,music"
816,127,127,5,0.8,4,"Person Id: 127; Gender: Male; Age: 22; Race: European/Caucasian-American; Field of Study: Engineering; Career: Creative Arts/EntertainmentHobby: sports,yoga"
817,128,128,7,0.9,4,"Person Id: 128; Gender: Male; Age: 21; Race: European/Caucasian-American; Field of Study: Engineering; Career: EngineerHobby: concerts,music"
818,129,129,4,0.7,4,Person Id: 129; Gender: Male; Age: Unknown; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
819,130,130,3,0.7,2,Person Id: 130; Gender: Male; Age: 20; Race: Asian/Pacific Islander/Asian-American; Field of Study: Engineering; Career: UndecidedHobby: NA
820,131,131,1,0.2,2,Person Id: 131; Gender: Male; Age: 19; Race: Asian/Pacific Islander/Asian-American; Field of Study: Engineering; Career: UndecidedHobby: NA
821,132,132,2,0.7,4,"Person Id: 132; Gender: Female; Age: 27; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: exercise,movies,music,yoga"
822,133,133,1,0.7,2,"Person Id: 133; Gender: Female; Age: 24; Race: Asian/Pacific Islander/Asian-American; Field of Study: Engineering; Career: Academic/ResearchHobby: museums,hiking,concerts"
823,134,134,2,0.9,4,Person Id: 134; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: NA
824,135,135,3,0.7,4,"Person Id: 135; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: Academic/ResearchHobby: hiking,concerts,music"
825,136,136,2,0.8,1,Person Id: 136; Gender: Female; Age: Unknown; Race: Unknown; Field of Study: Unknown; Career: UnknownHobby: NA
